No,Nama,LLDikti,
436,AKADEMI KEPERAWATAN RUMAH SAKIT JAKARTA,,
437,AKADEMI KEPERAWATAN RUMAH SAKIT TK. II PELAMONIA,9,
438,AKADEMI KEPERAWATAN RUMKIT TINGKAT III MANADO,16,
439,AKADEMI KEPERAWATAN RUMKIT TK. III DR. J.A. LATUMETEN KESDAM XVI/PATTIMURA,,
440,AKADEMI KEPERAWATAN SAIFUDDIN ZUHRI,4,
441,AKADEMI KEPERAWATAN SAMAWA,8,
442,AKADEMI KEPERAWATAN SANDI KARSA,,
443,AKADEMI KEPERAWATAN SAWERIGADING PEMDA LUWU,9,
444,AKADEMI KEPERAWATAN SEHAT BINJAI,,
445,AKADEMI KEPERAWATAN SETIH SETIO,,
446,AKADEMI KEPERAWATAN SRI BUNGA TANJUNG,,
447,AKADEMI KEPERAWATAN ST. ELISABETH LELA,,
448,AKADEMI KEPERAWATAN SUMBER WARAS,,
449,AKADEMI KEPERAWATAN SURYA NUSANTARA,,
450,AKADEMI KEPERAWATAN SYEKH YUSUF GOWA,,
451,AKADEMI KEPERAWATAN TENAGA PEMBANGUNAN ARJUNA,1,
452,AKADEMI KEPERAWATAN TEUNGKU FAKINAH BANDA ACEH,13,
453,AKADEMI KEPERAWATAN TOTABUAN KOTAMOBAGU,,
454,AKADEMI KEPERAWATAN WIDYA HUSADA,,
455,AKADEMI KEPERAWATAN WIRAHUSADA MEDAN,,
456,AKADEMI KEPERAWATAN YAKPERMAS BANYUMAS,6,
457,AKADEMI KEPERAWATAN YAPI,,
458,AKADEMI KEPERAWATAN YAPPI SRAGEN,,
459,AKADEMI KEPERAWATAN YAPPKES,,
460,AKADEMI KEPERAWATAN YASPEN JAKARTA,,
461,AKADEMI KEPERAWATAN YATNA YUANA LEBAK,,
462,AKADEMI KEPERAWATAN YAYASAN JALAN KIMIA,,
463,AKADEMI KEPERAWATAN YKY YOGYAKARTA,,
464,AKADEMI KEPERAWATAN YPDR,,
465,AKADEMI KEPERAWATAN YPIB MAJALENGKA,4,
466,AKADEMI KEPERAWATAN YPPP WONOMULYO,,
467,AKADEMI KEPERAWATAN YPSBR MUARA BULIAN,10,
468,AKADEMI KEPERAWATAN YPTK SOLOK,10,
469,Akademi Kepolisian (AKPOL),,
470,AKADEMI KESEHATAN ARGA HUSADA,,
471,AKADEMI KESEHATAN ASIH HUSADA,6,
472,AKADEMI KESEHATAN BINTANG PERSADA,,
473,AKADEMI KESEHATAN DINAS PENDIDIKAN DAN KEBUDAYAAN PROVINSI RIAU,,
474,AKADEMI KESEHATAN GIGI DITKESAD JAKARTA,3,
475,AKADEMI KESEHATAN GIGI KARYA ADI HUSADA MATARAM,8,
476,AKADEMI KESEHATAN GIGI KENDARI,9,
477,AKADEMI KESEHATAN JOHN PAUL II PEKANBARU,,
478,AKADEMI KESEHATAN KARYA HUSADA YOGYAKARTA,,
479,AKADEMI KESEHATAN LINGKUNGAN MANDALA WALUYA,,
480,AKADEMI KESEHATAN LINGKUNGAN MUHAMMADIYAH MAKASSAR,,
481,AKADEMI KESEHATAN LINGKUNGAN PEMERINTAH PROVINSI SUMATERA SELATAN,,
482,AKADEMI KESEHATAN RUSTIDA,7,
483,AKADEMI KESEHATAN RUSTIDA,,
484,AKADEMI KESEHATAN SWAKARSA JAKARTA,,
485,AKADEMI KESEHATAN YAYASAN RUMAH SAKIT JAKARTA,3,
486,AKADEMI KESEHATAN YAYASAN SAPTA BAKTI BENGKULU,2,
487,AKADEMI KESEHATAN YAYASAN SAPTA BAKTI BENGKULU,,
488,Akademi Kesejahteraan Sosial AKK,5,
489,Akademi Kesejahteraan Sosial Ibu Kartini,6,
490,Akademi Kesenian Melayu Riau,10,
491,Akademi Ketatalaksanaan Pelayaran Niaga Bahtera,5,
492,Akademi Keuangan Dan Perbankan Borobudur,3,
493,Akademi Keuangan Dan Perbankan Denpasar,8,
494,Akademi Keuangan Dan Perbankan Effata Kupang,15,
495,Akademi Keuangan Dan Perbankan Grha Arta Katulistiwa,11,
496,Akademi Keuangan Dan Perbankan Mulia Darma Pratama,2,
497,Akademi Keuangan Dan Perbankan Padang,10,
498,Akademi Keuangan Perbankan Nusantara,13,
499,Akademi Keuangan Perbankan Tahuna,16,
500,Akademi Komunikasi Indonesia YPK,5,
501,Akademi Komunikasi Media Radio Dan Televisi (AKAMRTV) Jakarta,3,
502,Akademi Komunikasi Radya Binatama,5,
503,Akademi Komunikasi SAE Indonesia,3,
504,Akademi Komunitas Dharma Bhakti Bangka,2,
505,Akademi Komunitas Industri Manufaktur Bantaeng,,
506,Akademi Komunitas Industri Pertambangan Bukit Asam,2,
507,Akademi Komunitas Industri Tekstil Dan Produk Tekstil Surakarta,,
508,Akademi Komunitas Manajemen Perhotelan Indonesia,8,
509,Akademi Komunitas Negeri Aceh Barat,,
510,Akademi Komunitas Negeri Pacitan,,
511,Akademi Komunitas Negeri Putra Sang Fajar Blitar,,
512,Akademi Komunitas Negeri Rejang Lebong,,
513,Akademi Komunitas Olat Maras,8,
514,Akademi Komunitas Perkebunan Yogyakarta,5,
515,Akademi Komunitas Semen Indonesia,7,
516,Akademi Komunitas Semen Indonesia Rembang,6,
517,Akademi Komunitas Toyota Indonesia,4,
518,Akademi Kuliner Dan Patiseri Ottimmo Internasional,7,
519,Akademi Kuliner Monas Pasifik,7,
520,Akademi Manajemen Administrasi (AMA) Yogyakarta,5,
521,Akademi Manajemen Administrasi Dharmala,5,
522,Akademi Manajemen Administrasi Yogyakarta,5,
523,Akademi Manajemen Administrasi YPK Yogyakarta,5,
524,Akademi Manajemen Belitung,2,
525,Akademi Manajemen Bumi Sebalo Bengkayang,11,
526,Akademi Manajemen Informatika &amp; Komputer Jaya Nusa,10,
527,Akademi Manajemen Informatika &amp; Komputer Universal,1,
528,Akademi Manajemen Informatika Dan Komputer Al-Muslim,4,
529,Akademi Manajemen Informatika Dan Komputer Bogor,4,
530,Akademi Manajemen Informatika Dan Komputer BSI Jakarta,3,
531,Akademi Manajemen Informatika Dan Komputer BSI Karawang,4,
532,Akademi Manajemen Informatika Dan Komputer BSI Pontianak,11,
533,Akademi Manajemen Informatika Dan Komputer Cipta Darma,6,
534,Akademi Manajemen Informatika Dan Komputer Dumai,10,
535,Akademi Manajemen Informatika Dan Komputer Garut,4,
536,Akademi Manajemen Informatika Dan Komputer Hass,4,
537,Akademi Manajemen Informatika Dan Komputer Imelda,1,
538,Akademi Manajemen Informatika Dan Komputer Jakarta Teknologi Cipta,6,
539,Akademi Manajemen Informatika Dan Komputer Kosgoro,10,
540,Akademi Manajemen Informatika Dan Komputer Lamappapoleonro Soppeng,9,
541,Akademi Manajemen Informatika Dan Komputer Lampung,2,
542,Akademi Manajemen Informatika Dan Komputer Luwuk Banggai,16,
543,Akademi Manajemen Informatika Dan Komputer Mdp,2,
544,Akademi Manajemen Informatika Dan Komputer Medan Business Polytechnic,1,
545,Akademi Manajemen Informatika Dan Komputer New Media,8,
546,Akademi Manajemen Informatika Dan Komputer PGRI Kebumen,6,
547,Akademi Manajemen Informatika Dan Komputer Raharja Informatika,4,
548,Akademi Manajemen Informatika Dan Komputer Royal,1,
549,Akademi Manajemen Informatika Dan Komputer Selat Panjang,10,
550,Akademi Manajemen Informatika Dan Komputer Serang,4,
551,Akademi Manajemen Informatika Dan Komputer Sigma,2,
552,Akademi Manajemen Informatika Dan Komputer Stiekom Sumatera Utara,1,
553,Akademi Manajemen Informatika Dan Komputer Taruna,7,
554,Akademi Manajemen Informatika Dan Komputer Veteran Purwokerto,6,
555,Akademi Manajemen Informatika Dan Komputer Yapenas Kendari,9,
556,Akademi Manajemen Informatika Dan Komputer YMI Tegal,6,
557,Akademi Manajemen Informatika Dan Komputer YPAT,4,
558,Akademi Manajemen Keuangan BSI Jakarta,3,
559,Akademi Manajemen Komputer Dan Informatika Ketapang,11,
560,Akademi Manajemen Koperasi Tantular,7,
561,Akademi Manajemen Perusahaan Panca Bhakti,11,
562,Akademi Manajemen Putra Jaya,5,
563,Akademi Maritim Aceh Darussalam,13,
564,Akademi Maritim Belawan,1,
565,Akademi Maritim Bina Bahari,2,
566,Akademi Maritim Cirebon,4,
567,Akademi Maritim Djadajat,3,
568,Akademi Maritim Indonesia AIPI,9,
569,Akademi Maritim Indonesia Medan,1,
570,Akademi Maritim Nasional Jaya,3,
571,Akademi Maritim Nusantara Banjarmasin,11,
572,Akademi Maritim Nusantara Cilacap,6,
573,Akademi Maritim Pembangunan Jakarta,3,
574,Akademi Maritim Sapta Samudra,10,
575,Akademi Maritim Suaka Bahari,4,
576,Akademi Maritim Yogyakarta,5,
577,Akademi Metrologi Dan Instrumentasi,,
578,Akademi Militer Magelang,,
579,Akademi Minyak Dan Gas Balongan,4,
580,Akademi Olahraga Prestasi Nasional,3,
581,Akademi Pariwisata 45 Jayapura,14,
582,Akademi Pariwisata BSI Bandung,4,
583,Akademi Pariwisata Buana Wisata Yogyakarta,5,
584,Akademi Pariwisata Bunda Mulia,3,
585,Akademi Pariwisata Bunda Padang,10,
586,Akademi Pariwisata Citra Buana Indonesia,4,
587,Akademi Pariwisata Dan Perhotelan Darma Agung,1,
588,Akademi Pariwisata Dan Perhotelan Ganesha,7,
589,Akademi Pariwisata Denpasar,8,
590,Akademi Pariwisata Dharma Nusantara Sakti,5,
591,Akademi Pariwisata Gsp Internasional,3,
592,Akademi Pariwisata Indonesia Jakarta,3,
593,Akademi Pariwisata Indraprasta,5,
594,Akademi Pariwisata Jakarta,3,
595,Akademi Pariwisata Jakarta International Hotel,3,
596,Akademi Pariwisata Kupang,15,
597,Akademi Pariwisata Majapahit,7,
598,Akademi Pariwisata Mandala Bhakti,6,
599,Akademi Pariwisata Medan Hotel School,1,
600,Akademi Pariwisata Nasional Banjarmasin,11,
601,Akademi Pariwisata Nasional Indonesia Bandung,4,
602,Akademi Pariwisata Nasional Jakarta,3,
603,Akademi Pariwisata NHI Bandung,4,
604,Akademi Pariwisata Nusantara Jaya,3,
605,Akademi Pariwisata Nusantara Medan,1,
606,Akademi Pariwisata Paramitha Bukittinggi,10,
607,Akademi Pariwisata Paramitha Jakarta,3,
608,Akademi Pariwisata Patria Indonesia,3,
609,Akademi Pariwisata Pertiwi,3,
610,Akademi Pariwisata Saint Mary,3,
611,Akademi Pariwisata Satu Nusa,2,
612,Akademi Pariwisata Stipary,5,
613,Akademi Pariwisata Tridaya,3,
614,Akademi Pariwisata Widya Nusantara Surakarta,6,
615,Akademi Pariwisata Yogyakarta,5,
616,Akademi Pekerjaan Sosial Kupang,15,
617,Akademi Pelayaran Nasional Surakarta,6,
618,Akademi Pelayaran Niaga Indonesia Semarang,6,
619,AKADEMI PENDIDIKAN KESEHATAN TALITAKUM,,
620,Akademi Penerbang Indonesia Banyuwangi,,
621,AKADEMI PERAWAT KESEHATAN PROVINSI NTB,,
622,AKADEMI PERAWATAN KARYA BAKTI HUSADA YOGYAKARTA,,
623,AKADEMI PEREKAM DAN INFO KES SIHAT BEURATA,,
624,AKADEMI PEREKAM DAN INFORMASI KESEHATAN IRIS,,
625,AKADEMI PEREKAM DAN INFORMATIKA KESEHATAN WIDYA DHARMA,,
626,AKADEMI PEREKAM MEDIS DAN INFOKES BHUMI HUSADA,,
627,AKADEMI PEREKAM MEDIS DAN INFORMATIKA KESEHATAN BANDUNG,,
628,Akademi Perikanan Bhima Sakti,2,
629,Akademi Perikanan Kamasan Biak,14,
630,Akademi Perikanan Yogyakarta,5,
631,Akademi Perkeretaapian Indonesia Madiun,,
632,Akademi Perpajakan Panca Bhakti,11,
633,Akademi Perpajakan Tridarma,2,
634,Akademi Pertanian Yogyakarta,5,
635,Akademi Peternakan Brahma Putra,5,
636,Akademi Peternakan Karanganyar,6,
637,Akademi Pimpinan Perusahaan,,
638,Akademi Refraksi Optisi Binalita Sudama,1,
639,AKADEMI REFRAKSI OPTISI DAN OPTOMETRY GAPOPIN,,
640,AKADEMI REFRAKSI OPTISI KARTIKA INDERA PERSADA,,
641,AKADEMI REFRAKSI OPTISI LEPRINDO JAKARTA,,
642,AKADEMI REFRAKSI OPTISI SURABAYA,,
643,AKADEMI REFRAKSI OPTISI YLPTK,,
644,Akademi Sekretari Budi Luhur,3,
645,Akademi Sekretari Dan Manajemen Ariyanti,4,
646,Akademi Sekretari Dan Manajemen Bina Insani,4,
647,Akademi Sekretari Dan Manajemen Desanta,5,
648,Akademi Sekretari Dan Manajemen Dharma Budhi Bhakti,3,
649,Akademi Sekretari Dan Manajemen Don Bosco,3,
650,Akademi Sekretari Dan Manajemen Indonesia Jayapura,14,
651,Akademi Sekretari Dan Manajemen Indonesia Surabaya,7,
652,Akademi Sekretari Dan Manajemen Kencana Bandung,4,
653,Akademi Sekretari Dan Manajemen Lepisi,4,
654,Akademi Sekretari Dan Manajemen Mataram,8,
655,Akademi Sekretari Dan Manajemen Persada Bunda,10,
656,Akademi Sekretari Dan Manajemen Sriwijaya,2,
657,Akademi Sekretari Dan Manajemen Widya Dharma,11,
658,Akademi Sekretari Interstudi,3,
659,Akademi Sekretari Manajemen Amsir Pare-Pare,9,
660,Akademi Sekretari Manajemen Cendana,1,
661,Akademi Sekretari Manajemen Indonesia Pontianak,11,
662,Akademi Sekretari Manajemen Indonesia Publik,9,
663,Akademi Sekretari Manajemen Taruna Bakti,4,
664,Akademi Sekretari Marsudirini Santa Maria,6,
665,Akademi Sekretari Santa Theresia,3,
666,Akademi Sekretari Widya Mandala Surabaya,7,
667,Akademi Sekretaris Manajemen Indonesia Citra Nusantara,11,
668,Akademi Seni Dan Desain Indonesia Surakarta,6,
669,Akademi Seni Rupa Dan Desain ISWI Jakarta,3,
670,Akademi Seni Rupa Dan Desain MSD,5,
671,Akademi Statistika Muhammadiyah Semarang,6,
672,Akademi Tata Boga Bandung,4,
673,Akademi Teknik Adikarya,10,
674,Akademi Teknik Biak,14,
675,Akademi Teknik Dan Keselamatan Penerbangan Makassar,,
676,Akademi Teknik Dan Keselamatan Penerbangan Medan,,
677,Akademi Teknik Dan Keselamatan Penerbangan Surabaya,,
678,Akademi Teknik Deli Serdang,1,
679,Akademi Teknik Deli Serdang Lubuk Pakam,1,
680,AKADEMI TEKNIK ELEKTRO MEDIK SEMARANG,,
681,AKADEMI TEKNIK ELEKTROMEDIK ANDAKARA,,
682,Akademi Teknik Elektromedik Kupula Aceh,13,
683,AKADEMI TEKNIK ELEKTROMEDIK MUHAMMADIYAH MAKASSAR,,
684,AKADEMI TEKNIK GIGI HANG TUAH JAKARTA,,
685,Akademi Teknik Indonesia Cut Meutia,1,
686,Akademi Teknik Informatika Tunas Bangsa,3,
687,Akademi Teknik Kupang,15,
688,Akademi Teknik Mesin Industri,4,
689,Akademi Teknik Pembangunan Nasional,11,
690,Akademi Teknik Perkapalan Veteran,6,
691,Akademi Teknik PIKA,6,
692,AKADEMI TEKNIK RADIODIAGNOSTIK DAN RADIOTERAPI (ATRO) BANDA ACEH,13,
693,AKADEMI TEKNIK RADIODIAGNOSTIK DAN RADIOTERAPI (ATRO) CITRA BANGSA YOGYAKARTA,,
694,AKADEMI TEKNIK RADIODIAGNOSTIK DAN RADIOTERAPI BALI,,
695,AKADEMI TEKNIK RADIODIAGNOSTIK DAN RADIOTERAPI CITRA INTAN PERSADA,,
696,AKADEMI TEKNIK RADIODIAGNOSTIK DAN RADIOTERAPI NUSANTARA,3,
697,AKADEMI TEKNIK RADIODIAGNOSTIK DAN RADIOTERAPI PATRIOT BANGSA,,
698,AKADEMI TEKNIK RADIODIAGNOSTIK DAN RADIOTERAPI WIDYA DHARMA,,
699,AKADEMI TEKNIK RADIODIAGNOSTIK DAN RADIOTERAPI YAYASAN AMAL BHAKTI MEDAN,,
700,Akademi Teknik Soroako,9,
701,Akademi Teknik Telekomunikasi Sandhy Putra Jakarta,3,
702,Akademi Teknik Tirta Wiyata,6,
703,Akademi Teknik Wacana Manunggal Semarang,6,
704,Akademi Teknik YKPN,5,
705,Akademi Teknologi Adi Unggul Bhirawa (AUB) Surakarta,6,
706,Akademi Teknologi Aeronautika Siliwangi,4,
707,Akademi Teknologi AUB,6,
708,AKADEMI TEKNOLOGI BANK DARAH SURAKARTA,,
709,Akademi Teknologi Bogor,4,
710,Akademi Teknologi Industri Dewantara Palopo,9,
711,Akademi Teknologi Industri Immanuel Medan,1,
712,Akademi Teknologi Warga Surakarta,6,
713,Akademi Telekomunikasi Bogor,4,
714,Akademi Televisi Indonesia,3,
715,AKADEMI TERAPI WICARA,,
716,AKADEMIK KEBIDANAN ARMINA CENTRE PANYABUNGAN,1,
717,Akademik Teknik Biak,14,
718,AKTEK RADIODIAGNOSTIK &amp; RADIOTERAPI MUHAMMADIYAH,,
719,AMIK AKMI,2,
720,AMIK Bina Sriwijaya,2,
721,AMIK Bukittinggi,10,
722,AMIK Bumi Nusantara,4,
723,AMIK Cipta Darma,6,
724,AMIK Citra Buana Indonesia,4,
725,AMIK Datuk Parpatiah Nan Sabatang,10,
726,AMIK Depati Parbo Kerinci,10,
727,AMIK Dian Cipta Cendikia,2,
728,AMIK Dian Cipta Cendikia Pringsewu,2,
729,AMIK Indonesia,13,
730,AMIK Jakarta Teknologi Cipta,6,
731,AMIK Lembah Dempo,2,
732,AMIK Mapan Tangerang,4,
733,AMIK Master Lampung,2,
734,AMIK Medan Business Polytechnic,1,
735,AMIK Mitra Gama,10,
736,AMIK Pakarti Luhur,4,
737,AMIK Panca Bhakti,11,
738,AMIK Parbina Nusantara,1,
739,AMIK Purnama Niaga,4,
740,AMIK Raharja Informatika,4,
741,AMIK Sigma,2,
742,AMIK Stiekom Sumatera Utara,1,
743,AMIK Tomakaka,9,
744,AMIK Tri Dharma Palu,16,
745,AMIK Tri Dharma Pekanbaru,10,
746,AMIK Tunas Bangsa,1,
747,AMIK Wahana Mandiri Tangerang,4,
748,AMIK Widya Loka Medan,1,
749,ASM Marsudirini Santa Maria,5,
750,ASMI Airlangga Balikpapan,11,
751,IAI Agus Salim Metro Lampung,,
752,IAIN Ambon,,
753,IAIN Bengkulu,,
754,IAIN Bukittinggi,,
755,IAIN Jember,,
756,IAIN Kendari,,
757,IAIN Langsa,,
758,IAIN Manado,,
759,IAIN Palangkaraya,,
760,IAIN Palopo,,
761,IAIN Pontianak,,
762,IAIN Purwokerto,,
763,IAIN Salatiga,,
764,IAIN Samarinda,,
765,IAIN Sultan Amai Gorontalo,,
766,IAIN Surakarta,,
767,IAIN Syekh Nurjati Cirebon,,
768,IAIN Ternate,,
769,IAIN Tulungagung,,
770,Iisip Yapis Biak,14,
771,IKIP Budi Utomo,7,
772,IKIP Gunung Sitoli,1,
773,IKIP Mataram,8,
774,IKIP Muhammadiyah Maumere,15,
775,IKIP PGRI Bali,8,
776,IKIP PGRI Bojonegoro,7,
777,IKIP PGRI Jember,7,
778,IKIP PGRI Kaltim,11,
779,IKIP PGRI Pontianak,11,
780,IKIP PGRI Wates,5,
781,IKIP Saraswati,8,
782,IKIP Veteran Jawa Tengah,6,
783,IKIP Widya Darma,7,
784,Insitut Agama Islam Yasni Bungo,,
785,Institut  Teknologi Telkom Surabaya,7,
786,Institut Agama Hindu Negeri Tampung Penyang,,
787,Institut Agama Hindu Negeri Tampung Penyang Palangka Raya,,
788,Institut Agama Islam  Muhammadiyah Sinjai,,
789,Institut Agama Islam (IAI) Al-Azhaar Lubuklinggau,,
790,Institut Agama Islam (IAI) Al-Aziziyah Samalanga Biereun Aceh,,
791,Institut Agama Islam (IAI) Al-Khoziny,,
792,Institut Agama Islam (IAI) Al-Qolam,,
793,Institut Agama Islam (IAI) Bani Fattah Jombang,,
794,Institut Agama Islam (IAI) Nurul Hakim Kediri Lombok Barat NTB,,
795,Institut Agama Islam (IAI) Pangeran Diponegoro Nganjuk,,
796,Institut Agama Islam (IAI) Syarifuddin Wonorejo Lumajang,,
797,Institut Agama Islam Abdullah Said Batam,,
798,Institut Agama Islam Al Mawaddah Warrahmah Kolaka Sulawesi Tenggara,,
799,Institut Agama Islam Al Zaytun Indonesia,,
800,Institut Agama Islam Al-Amanah Jeneponto,,
801,Institut Agama Islam Al-Aziziyah Samalanga Biereuen Aceh,,
802,Institut Agama Islam Al-Falah As-Sunniyah Kencong Jember Jawa Timur,,
803,Institut Agama Islam Al-Hikmah Tuban,,
804,Institut Agama Islam Al-Khairat Pamekasan Jawa Timur,,
805,Institut Agama Islam Al-Khoziny,,
806,Institut Agama Islam Almuslim Aceh,,
807,Institut Agama Islam Al-Qodiri Jember,,
808,Institut Agama Islam Al-Qolam,,
809,Institut Agama Islam Al-Qur'an Al-Ittifaqiah Indralaya,,
810,Institut Agama Islam An Nur Lampung,,
811,Institut Agama Islam As Siddiq Kie Raha Maluku Utara,,
812,Institut Agama Islam As'adiyah Sengkang,,
813,Institut Agama Islam Az-Zaytun Indonesia,,
814,Institut Agama Islam Bakti Negara Tegal,,
815,Institut Agama Islam Bani Fattah Jombang,,
816,Institut Agama Islam Banten,,
817,Institut Agama Islam Bunga Bangsa Cirebon,,
818,Institut Agama Islam Cipasung,,
819,Institut Agama Islam Cipasung (IAIC) Tasikmalaya,,
820,Institut Agama Islam Cirebon,,
821,Institut Agama Islam Daar Al-Ulum (IAIDU) Asahan,,
822,Institut Agama Islam Daar Al-Ulum (IAIDU) Asahan,,
823,Institut Agama Islam Dar Aswaja Rokan Hilir,,
824,Institut Agama Islam Darul Da'wah Wal Irsyad Polewali Mandar,,
825,Institut Agama Islam Darullughah Wadda'wah Bangil,,
826,Institut Agama Islam Darullughah Wadda'wah Bangil,,
827,Institut Agama Islam Darussalam (IAID) Ciamis Jawa Barat,,
828,Institut Agama Islam Darussalam Blokagung Banyuwangi,,
829,Institut Agama Islam Darussalam Martapura Kalimantan Selatan,,
830,Institut Agama Islam Faqih Asy'ari Kediri,,
831,Institut Agama Islam Hamzanwadi NW Lombok Timur,,
832,Institut Agama Islam Hamzanwadi NW Pancor Lombok Timur,,
833,Institut Agama Islam Hamzanwadi Pancor,,
834,Institut Agama Islam Ibrahimy (IAII) Sukorejo Situbondo,,
835,Institut Agama Islam Ibrahimy Genteng,,
836,Institut Agama Islam Ibrahimy Genteng Banyuwangi,,
837,Institut Agama Islam Ibrahimy Sukorejo Situbondo,,
838,Institut Agama Islam Imam Ghozali (IAIIG) Cilacap,,
839,Institut Agama Islam Imam Ghozali Cilacap,,
840,Institut Agama Islam Jami`at Kheir Jakarta,,
841,Institut Agama Islam Latifah Mubarokiyah (IAILM) Suryalaya Tasikmalaya,,
842,Institut Agama Islam Latifah Mubarokiyah Suryalaya Tasikmalaya,,
843,Institut Agama Islam Ma'arif Metro Lampung,,
844,Institut Agama Islam Ma'arif NU (IAIMNU) Metro Lampung,,
845,Institut Agama Islam Ma'arif NU Metro,,
846,Institut Agama Islam Ma'arif NU Metro Lampung,,
847,Institut Agama Islam Muhammad Azim Jambi,,
848,Institut Agama Islam Muhammadiyah Bima,,
849,Institut Agama Islam Muhammadiyah Sinjai,,
850,Institut Agama Islam Nahdlatul Ulama (IAI NU) Kebumen,,
851,Institut Agama Islam Nahdlatul Ulama Kebumen,,
852,Institut Agama Islam Nahdlatul Ulama Tuban,,
853,Institut Agama Islam Nasional Laa Roiba Bogor Jawa Barat,,
854,Institut Agama Islam Negeri Ambon,,
855,Institut Agama Islam Negeri Batusangkar,,
856,Institut Agama Islam Negeri Bengkulu,,
857,Institut Agama Islam Negeri Bone,,
858,Institut Agama Islam Negeri Curup,,
859,Institut Agama Islam Negeri Fattahul Muluk Papua,,
860,Institut Agama Islam Negeri Jember,,
861,Institut Agama Islam Negeri Kediri,,
862,Institut Agama Islam Negeri Kendari,,
863,Institut Agama Islam Negeri Kerinci,,
864,Institut Agama Islam Negeri Kudus,,
865,Institut Agama Islam Negeri Lhokseumawe,,
866,Institut Agama Islam Negeri Madura,,
867,Institut Agama Islam Negeri Metro,,
868,Institut Agama Islam Negeri Padangsidimpuan,,
869,Institut Agama Islam Negeri Palangkaraya,,
870,Institut Agama Islam Negeri Palopo,,
871,Institut Agama Islam Negeri Palu,,
872,Institut Agama Islam Negeri Parepare,,
873,Institut Agama Islam Negeri ParePare,,
874,Institut Agama Islam Negeri Pekalongan,,
875,Institut Agama Islam Negeri Ponorogo,,
876,Institut Agama Islam Negeri Pontianak,,
877,Institut Agama Islam Negeri Purwokerto,,
878,Institut Agama Islam Negeri Salatiga,,
879,Institut Agama Islam Negeri Samarinda,,
880,Institut Agama Islam Negeri Sorong,,
881,Institut Agama Islam Negeri Sultan Amai Gorontalo,,
882,Institut Agama Islam Negeri Sultan Maulana Hasanuddin Banten,,
883,Institut Agama Islam Negeri Surakarta,,
884,Institut Agama Islam Negeri Syaikh Abdurrahman Siddik Bangka Belitung,,
885,Institut Agama Islam Negeri Syekh Nurjati Cirebon,,
886,Institut Agama Islam Negeri Takengon,,
887,Institut Agama Islam Negeri Ternate,,
888,Institut Agama Islam Negeri Tulungagung,,
889,Institut Agama Islam Ngawi Jawa Timur,,
890,Institut Agama Islam Nurul Jadid Paiton Probolinggo (IAINJ),,
891,Institut Agama Islam Nusantara Batang Hari,,
892,Institut Agama Islam Pangeran Diponegoro Nganjuk,,
893,Institut Agama Islam Qomaruddin,,
894,Institut Agama Islam Qomaruddin Gresik,,
895,Institut Agama Islam Qomarul Huda,,
896,Institut Agama Islam Qomarul Huda Bagu Lombok Tengah NTB,,
897,Institut Agama Islam Riyadlatul Mujahidin Ngabar (IAIRM) Ponorogo,,
898,Institut Agama Islam Sahid,,
899,Institut Agama Islam Sahid Bogor,,
900,Institut Agama Islam Shalahuddin Al-Ayyubi (INISA) Tambun Bekasi,,
901,Institut Agama Islam Sukabumi,,
902,Institut Agama Islam Sultan Muhammad Syafiuddin Sambas,,
903,Institut Agama Islam Sumbar,,
904,Institut Agama Islam Sunan Giri (INSURI) Ponorogo,,
905,Institut Agama Islam Sunan Giri Bojonegoro,,
906,Institut Agama Islam Sunan Giri Ponorogo,,
907,Institut Agama Islam Sunan Kalijogo Malang Jawa Timur,,
908,Institut Agama Islam Syarifuddin Wonorejo Lumajang,,
909,Institut Agama Islam Tafaqquh Fiddin Dumai,,
910,Institut Agama Islam Tarbiyatut Tholabah Lamongan Jawa Timur,,
911,Institut Agama Islam Tazkia,,
912,Institut Agama Islam Tebo,,
913,Institut Agama Islam Tribakti (IAIT) Kediri,,
914,Institut Agama Islam Tribakti Kediri,,
915,Institut Agama Islam Uluwiyah Mojokerto,,
916,Institut Agama Islam Yasni Bungo,,
917,Institut Agama Kristen Negeri Ambon,,
918,Institut Agama Kristen Negeri Manado,,
919,Institut Agama Kristen Negeri Tarutung,,
920,Institut Bio Scientia Internasional Indonesia,3,
921,INSTITUT BIO SCIENTIA INTERNASIONAL INDONESIA,,
922,Institut Bisnis Dan Informatika (IBI) Kosgoro 1957,3,
923,Institut Bisnis Dan Informatika Kesatuan,4,
924,Institut Bisnis Dan Informatika Kwik Kian Gie,3,
925,Institut Bisnis Dan Informatika STIKOM Surabaya,7,
926,Institut Bisnis Dan Keuangan (IBK) Nitro,9,
927,Institut Bisnis Dan Keuangan Nitro,9,
928,Institut Bisnis Dan Multimedia Asmi Jakarta,3,
929,Institut Bisnis Dan Teknologi Pelita Indonesia,10,
930,Institut Bisnis Informasi Teknologi Dan Bisnis,1,
931,Institut Bisnis Muhammadiyah Bekasi,4,
932,Institut Bisnis Nusantara,3,
933,Institut Desain Dan Bisnis Bali,8,
934,Institut Dirosat Islamiyah Al-Amien Prenduan Sumenep,,
935,Institut Hindu Dharma Negeri Denpasar,,
936,Institut Ilmu Al Qur'an An Nur Yogyakarta,,
937,Institut Ilmu Al Qur'an An-Nur Yogyakarta,,
938,Institut Ilmu Al-Qur`an (IIQ) Jakarta,,
939,Institut Ilmu Al-Qur`an (IIQ) Jakarta,,
